Date,Price,Open,High,Low,Volume,Change(%)
27 Nov 2019,12100.7,12068.5,12114.9,12055.15,584226618,0.52%
26 Nov 2019,12037.7,12110.2,12132.45,12006.35,1201335831,-0.30%
25 Nov 2019,12073.75,11922.45,12084.5,11919.75,534289467,1.34%
22 Nov 2019,11914.4,11967.3,11968.1,11883.5,486815185,-0.45%
21 Nov 2019,11968.4,12025.65,12028.2,11956.9,557685781,-0.26%
20 Nov 2019,11999.1,12004.75,12038.6,11966.05,646661147,0.49%
19 Nov 2019,11940.1,11919.45,11958.85,11881.75,613909679,0.47%
18 Nov 2019,11884.5,11915.15,11946.2,11867.6,514352437,-0.09%
15 Nov 2019,11895.45,11904.2,11973.65,11879.25,580154179,0.20%
14 Nov 2019,11872.1,11858.75,11895.65,11802.65,559494025,0.27%
13 Nov 2019,11840.45,11908.3,11946.8,11823.2,659035969,-0.61%
11 Nov 2019,11913.45,11879.2,11932.65,11853.95,548979515,0.04%
08 Nov 2019,11908.15,11987.15,12034.15,11888.75,789254360,-0.86%
07 Nov 2019,12012.05,12021.1,12021.4,11946.85,562963817,0.38%
06 Nov 2019,11966.05,11911.5,12002.9,11850.25,603351290,0.41%
05 Nov 2019,11917.2,11974.6,11978.95,11861.9,631952071,-0.20%
04 Nov 2019,11941.3,11928.9,11989.15,11905.35,823050457,0.43%
01 Nov 2019,11890.6,11886.6,11918.3,11843.35,855338495,0.11%
31 Oct 2019,11877.45,11890.45,11945,11855.1,1414837250,0.28%
30 Oct 2019,11844.1,11883.9,11883.95,11784.45,725219760,0.49%
29 Oct 2019,11786.85,11643.95,11809.4,11627.35,951722529,1.37%
27 Oct 2019,11627.15,11662.25,11672.4,11604.6,161779004,0.37%
25 Oct 2019,11583.9,11646.15,11646.9,11490.75,812027840,0.01%
24 Oct 2019,11582.6,11661.65,11679.6,11534.65,700481662,-0.19%
23 Oct 2019,11604.1,11596.2,11651.6,11554.4,664159887,0.14%
22 Oct 2019,11588.35,11657.15,11714.35,11573.65,867601307,-0.63%
18 Oct 2019,11661.85,11580.3,11684.7,11553.15,853440208,0.65%
17 Oct 2019,11586.35,11466.3,11599.1,11439.65,797572398,1.07%
16 Oct 2019,11464,11464.95,11481.05,11411.1,533468525,0.31%
15 Oct 2019,11428.3,11360.85,11462.35,11342.1,527396180,0.77%
14 Oct 2019,11341.15,11335.9,11420.45,11290.05,587579191,0.32%
11 Oct 2019,11305.05,11257.7,11362.9,11189.4,737795150,0.63%
10 Oct 2019,11234.55,11280.5,11293.35,11208.55,562017945,-0.70%
09 Oct 2019,11313.3,11152.95,11321.6,11090.15,741148639,1.68%
07 Oct 2019,11126.4,11196.2,11233.85,11112.65,733198763,-0.43%
04 Oct 2019,11174.75,11388.45,11400.3,11158.35,928524450,-1.23%
03 Oct 2019,11314,11322.25,11370.4,11257.35,1017479514,-0.40%
01 Oct 2019,11359.9,11515.4,11554.2,11247.9,1305415159,-1.00%
30 Sep 2019,11474.45,11491.15,11508.25,11390.8,756848686,-0.33%
27 Sep 2019,11512.4,11556.35,11593.6,11499.75,650017280,-0.51%
26 Sep 2019,11571.2,11469.85,11610.85,11466.35,844465614,1.15%
25 Sep 2019,11440.2,11564.85,11564.95,11416.1,629054640,-1.28%
24 Sep 2019,11588.2,11590.7,11655.05,11539.2,651722255,-0.10%
23 Sep 2019,11600.2,11542.7,11694.85,11471.35,882826741,2.89%
20 Sep 2019,11274.2,10746.8,11381.9,10691,1356767450,5.32%
19 Sep 2019,10704.8,10845.2,10845.2,10670.25,642599183,-1.25%
18 Sep 2019,10840.65,10872.8,10885.15,10804.85,519155072,0.21%
17 Sep 2019,10817.6,11000.1,11000.1,10796.5,482013044,-1.69%
16 Sep 2019,11003.5,10994.85,11052.7,10968.2,434449776,-0.65%
13 Sep 2019,11075.9,10986.8,11084.45,10945.75,624305151,0.85%
12 Sep 2019,10982.8,11058.3,11081.75,10964.95,551436050,-0.48%
11 Sep 2019,11035.7,11028.5,11054.8,11011.65,687140326,0.30%
09 Sep 2019,11003.05,10936.7,11028.85,10889.8,412471067,0.52%
06 Sep 2019,10946.2,10883.8,10957.05,10867.45,497214445,0.91%
05 Sep 2019,10847.9,10860.95,10920.1,10816,595699267,0.03%
04 Sep 2019,10844.65,10790.4,10858.75,10746.35,508784352,0.43%
03 Sep 2019,10797.9,10960.95,10967.5,10772.7,483038985,-2.04%
30 Aug 2019,11023.25,10987.8,11042.6,10874.8,628154431,0.68%
29 Aug 2019,10948.3,10996.05,11021.1,10922.4,649876160,-0.89%
28 Aug 2019,11046.1,11101.3,11129.65,10987.65,549954696,-0.53%
27 Aug 2019,11105.35,11106.55,11141.75,11049.5,685551267,0.43%
26 Aug 2019,11057.85,11000.3,11070.3,10756.55,684141923,2.11%
23 Aug 2019,10829.35,10699.6,10862.55,10637.15,667079625,0.82%
22 Aug 2019,10741.35,10905.3,10908.25,10718.3,668193449,-1.62%
21 Aug 2019,10918.7,11018.15,11034.2,10906.65,557867906,-0.89%
20 Aug 2019,11017,11063.9,11076.3,10985.3,444715679,-0.33%
19 Aug 2019,11053.9,11094.8,11146.9,11037.85,369493161,0.06%
16 Aug 2019,11047.8,11043.65,11068.65,10924.3,470909918,0.17%
14 Aug 2019,11029.4,11003.25,11078.15,10935.6,511541716,0.95%
13 Aug 2019,10925.85,11139.4,11145.9,10901.6,624634647,-1.65%
09 Aug 2019,11109.65,11087.9,11181.45,11062.8,538063563,0.70%
08 Aug 2019,11032.45,10899.2,11058.05,10842.95,482471622,1.63%
07 Aug 2019,10855.5,10958.1,10975.65,10835.9,548465787,-0.85%
06 Aug 2019,10948.25,10815.4,11018.55,10813.8,517891491,0.79%
05 Aug 2019,10862.6,10895.8,10895.8,10782.6,506556609,-1.23%
02 Aug 2019,10997.35,10930.3,11080.15,10848.95,547416246,0.16%
01 Aug 2019,10980,11060.2,11076.75,10881,499918953,-1.24%
31 Jul 2019,11118,11034.05,11145.3,10999.4,536694278,0.29%
30 Jul 2019,11085.4,11213.7,11267.45,11072.65,479059399,-0.93%
29 Jul 2019,11189.2,11307.5,11310.95,11152.4,482862376,-0.84%
26 Jul 2019,11284.3,11247.45,11307.6,11210.05,522670420,0.29%
25 Jul 2019,11252.15,11290.4,11361.4,11239.35,553676897,-0.17%
24 Jul 2019,11271.3,11322.45,11359.75,11229.8,413202832,-0.53%
23 Jul 2019,11331.05,11372.25,11398.15,11302.8,458931191,-0.13%
22 Jul 2019,11346.2,11392.85,11398.15,11301.25,516044335,-0.64%
19 Jul 2019,11419.25,11627.95,11640.35,11399.3,446049198,-1.53%
18 Jul 2019,11596.9,11675.6,11677.15,11582.4,498258158,-0.78%
17 Jul 2019,11687.5,11670.75,11706.65,11651.15,464827734,0.21%
16 Jul 2019,11662.6,11596.65,11670.05,11573.95,480156167,0.64%
15 Jul 2019,11588.35,11614.75,11618.4,11532.3,368788782,0.31%
12 Jul 2019,11552.5,11601.15,11639.55,11538.6,359421182,-0.26%
11 Jul 2019,11582.9,11561.45,11599,11519.5,317257578,0.73%
10 Jul 2019,11498.9,11536.15,11593.7,11475.65,337571014,-0.49%
09 Jul 2019,11555.9,11531.6,11582.55,11461,442520253,-0.02%
08 Jul 2019,11558.6,11770.4,11771.9,11523.3,464029444,-2.14%
05 Jul 2019,11811.15,11964.75,11981.75,11797.9,530720039,-1.14%
04 Jul 2019,11946.75,11928.8,11969.25,11923.65,333595172,0.25%
03 Jul 2019,11916.75,11932.15,11945.2,11887.05,340527508,0.05%
02 Jul 2019,11910.3,11890.3,11917.45,11814.7,363197036,0.38%
01 Jul 2019,11865.6,11839.9,11884.65,11830.8,278415889,0.65%
28 Jun 2019,11788.85,11861.15,11871.7,11775.5,303888701,-0.45%
27 Jun 2019,11841.55,11860.85,11911.15,11821.05,480169350,-0.05%
26 Jun 2019,11847.55,11768.15,11871.85,11757.55,327885018,0.43%
25 Jun 2019,11796.45,11681,11814.4,11651,300476353,0.83%
24 Jun 2019,11699.65,11725.8,11754,11670.2,277620788,-0.21%
21 Jun 2019,11724.1,11827.6,11827.95,11705.1,468430388,-0.91%
20 Jun 2019,11831.75,11653.65,11843.5,11635.05,442016954,1.20%
19 Jun 2019,11691.45,11744.45,11802.5,11625.1,446933027,0.00%
18 Jun 2019,11691.5,11677.05,11727.2,11641.15,365525622,0.17%
17 Jun 2019,11672.15,11844,11844.05,11657.75,295528399,-1.28%
14 Jun 2019,11823.3,11910.1,11911.85,11797.7,390294634,-0.76%
13 Jun 2019,11914.05,11873.9,11931.35,11817.05,447901993,0.07%
12 Jun 2019,11906.2,11962.45,11962.45,11866.35,283718253,-0.50%
11 Jun 2019,11965.6,11959.85,12000.35,11904.35,332181958,0.36%
10 Jun 2019,11922.7,11934.9,11975.05,11871.75,303329445,0.44%
07 Jun 2019,11870.65,11865.2,11897.5,11769.5,302455910,0.23%
06 Jun 2019,11843.75,12039.8,12039.8,11830.25,415206942,-1.48%
04 Jun 2019,12021.65,12052.65,12095.2,12005.85,289221904,-0.55%
03 Jun 2019,12088.55,11953.75,12103.05,11920.1,315296955,1.39%
31 May 2019,11922.8,11999.8,12039.25,11829.45,438879129,-0.19%
30 May 2019,11945.9,11865.3,11968.55,11859.4,421199867,0.71%
29 May 2019,11861.1,11905.8,11931.9,11836.8,318068673,-0.57%
28 May 2019,11928.75,11958.35,11958.55,11864.9,598308334,0.03%
27 May 2019,11924.75,11855.5,11957.15,11812.4,348356214,0.68%
24 May 2019,11844.1,11748,11859,11658.1,374637415,1.60%
23 May 2019,11657.05,11901.3,12041.15,11614.5,569030654,-0.69%
22 May 2019,11737.9,11727.95,11784.8,11682.4,355870667,0.25%
21 May 2019,11709.1,11863.65,11883.55,11682.8,381038129,-1.01%
20 May 2019,11828.25,11651.9,11845.2,11591.7,452096261,3.69%
17 May 2019,11407.15,11261.9,11426.15,11259.85,412109200,1.33%
16 May 2019,11257.1,11180.35,11281.55,11143.35,350734572,0.90%
15 May 2019,11157,11271.7,11286.8,11136.95,414174258,-0.58%
14 May 2019,11222.05,11151.65,11294.75,11108.3,398122725,0.66%
13 May 2019,11148.2,11258.7,11300.2,11125.6,357586433,-1.16%
10 May 2019,11278.9,11314.15,11345.8,11251.05,387323416,-0.20%
09 May 2019,11301.8,11322.4,11357.6,11255.05,373028059,-0.51%
08 May 2019,11359.45,11478.7,11479.1,11346.95,372826025,-1.20%
07 May 2019,11497.9,11651.5,11657.05,11484.45,337495624,-0.87%
06 May 2019,11598.25,11605.8,11632.55,11571.35,299046480,-0.97%
03 May 2019,11712.25,11722.6,11770.9,11699.35,305519934,-0.11%
02 May 2019,11724.75,11725.55,11789.3,11699.55,380278045,-0.20%
30 Apr 2019,11748.15,11748.75,11756.25,11655.9,532630874,-0.06%
26 Apr 2019,11754.65,11683.75,11762.9,11661.75,333483764,0.97%
25 Apr 2019,11641.8,11735.7,11796.75,11624.3,604360395,-0.72%
24 Apr 2019,11726.15,11601.5,11740.85,11578.85,335196513,1.30%
23 Apr 2019,11575.95,11612.95,11645.95,11564.8,272544486,-0.16%
22 Apr 2019,11594.45,11727.05,11727.05,11583.95,260356055,-1.35%
18 Apr 2019,11752.8,11856.15,11856.15,11738.5,339653709,-0.29%
16 Apr 2019,11787.15,11736.2,11810.95,11731.55,354315040,0.83%
15 Apr 2019,11690.35,11667,11704.6,11648.25,289996075,0.40%
12 Apr 2019,11643.45,11612.85,11657.35,11578.8,246006184,0.40%
11 Apr 2019,11596.7,11592.55,11606.7,11550.55,279775726,0.11%
10 Apr 2019,11584.3,11646.85,11680.05,11571.75,359941110,-0.75%
09 Apr 2019,11671.95,11612.05,11683.9,11569.7,300467538,0.58%
08 Apr 2019,11604.5,11704.35,11710.3,11549.1,260932608,-0.53%
05 Apr 2019,11665.95,11638.4,11689.65,11609.5,266665797,0.59%
04 Apr 2019,11598,11660.2,11662.55,11559.2,349029830,-0.39%
03 Apr 2019,11643.95,11735.3,11761,11629.15,365760070,-0.59%
02 Apr 2019,11713.2,11711.55,11729.35,11655.85,386131413,0.38%
01 Apr 2019,11669.15,11665.2,11738.1,11644.75,379572660,0.39%
29 Mar 2019,11623.9,11625.45,11630.35,11570.15,416276981,0.47%
28 Mar 2019,11570,11463.65,11588.5,11452.45,527678809,1.09%
27 Mar 2019,11445.05,11531.45,11546.2,11413,350446089,-0.33%
26 Mar 2019,11483.25,11375.2,11496.75,11352.45,282575496,1.14%
25 Mar 2019,11354.25,11395.65,11395.65,11311.6,294459196,-0.90%
22 Mar 2019,11456.9,11549.2,11572.8,11434.55,386193935,-0.56%
20 Mar 2019,11521.05,11553.35,11556.1,11503.1,366298049,-0.10%
19 Mar 2019,11532.4,11500.3,11543.85,11451.25,326099667,0.61%
18 Mar 2019,11462.2,11473.85,11530.15,11412.5,320250041,0.31%
15 Mar 2019,11426.85,11376.85,11487,11370.8,463704896,0.74%
14 Mar 2019,11343.25,11382.5,11383.45,11313.75,294480678,0.01%
13 Mar 2019,11341.7,11326.2,11352.3,11276.6,382996187,0.36%
12 Mar 2019,11301.2,11231.35,11320.4,11227,391310519,1.19%
11 Mar 2019,11168.05,11068.75,11180.9,11059.85,352242287,1.20%
08 Mar 2019,11035.4,11038.85,11049,11008.95,326569833,-0.21%
07 Mar 2019,11058.2,11077.95,11089.05,11027.1,321208766,0.05%
06 Mar 2019,11053,11024.85,11062.3,10998.85,372550850,0.60%
05 Mar 2019,10987.45,10864.85,10994.9,10817,373220239,1.14%
01 Mar 2019,10863.5,10842.65,10877.9,10823.1,308526309,0.66%
28 Feb 2019,10792.5,10865.7,10865.7,10784.85,644159018,-0.13%
27 Feb 2019,10806.65,10881.2,10939.7,10751.2,381080073,-0.26%
26 Feb 2019,10835.3,10775.3,10888.75,10729.3,414954476,-0.41%
25 Feb 2019,10880.1,10813.25,10887.1,10788.05,385905142,0.82%
22 Feb 2019,10791.65,10782.7,10801.55,10758.4,396846597,0.02%
21 Feb 2019,10789.85,10744.1,10808.85,10721.5,279584955,0.51%
20 Feb 2019,10735.45,10655.45,10752.7,10646.4,289195306,1.24%
19 Feb 2019,10604.35,10636.7,10722.85,10585.65,291507060,-0.34%
18 Feb 2019,10640.95,10738.65,10759.9,10628.4,345440240,-0.78%
15 Feb 2019,10724.4,10780.25,10785.75,10620.4,521876968,-0.20%
14 Feb 2019,10746.05,10786.1,10792.7,10718.75,627041405,-0.44%
13 Feb 2019,10793.65,10870.55,10891.65,10772.1,321958549,-0.35%
12 Feb 2019,10831.4,10879.7,10910.9,10823.8,292314643,-0.53%
11 Feb 2019,10888.8,10930.9,10930.9,10857.1,285985383,-0.50%
08 Feb 2019,10943.6,11023.5,11041.2,10925.45,352787419,-1.14%
07 Feb 2019,11069.4,11070.45,11118.1,11043.6,263544426,0.06%
06 Feb 2019,11062.45,10965.1,11072.6,10962.7,298510497,1.17%
05 Feb 2019,10934.35,10908.65,10956.7,10886.7,268095127,0.20%
04 Feb 2019,10912.25,10876.75,10927.9,10814.15,318300039,0.17%
01 Feb 2019,10893.65,10851.35,10983.45,10813.45,482272661,0.58%
31 Jan 2019,10830.95,10690.55,10838.05,10678.55,604818027,1.68%
30 Jan 2019,10651.8,10702.25,10710.2,10612.85,410107910,0.00%
29 Jan 2019,10652.2,10653.7,10690.35,10583.65,356908994,-0.09%
28 Jan 2019,10661.55,10792.45,10804.45,10630.95,419682627,-1.10%
25 Jan 2019,10780.55,10859.75,10931.7,10756.45,463444758,-0.64%
24 Jan 2019,10849.8,10844.05,10866.6,10798.65,361082096,0.17%
23 Jan 2019,10831.5,10931.05,10944.8,10811.95,298876314,-0.84%
22 Jan 2019,10922.75,10949.8,10949.8,10864.15,300768112,-0.36%
21 Jan 2019,10961.85,10919.35,10987.45,10885.75,288829125,0.50%
18 Jan 2019,10906.95,10914.85,10928.2,10852.2,323814108,0.02%
17 Jan 2019,10905.2,10920.85,10930.65,10844.65,271676319,0.14%
16 Jan 2019,10890.3,10899.65,10928.15,10876.9,276539042,0.03%
15 Jan 2019,10886.8,10777.55,10896.95,10777.55,310737078,1.39%
14 Jan 2019,10737.6,10807,10808,10692.35,298774178,-0.53%
11 Jan 2019,10794.95,10834.75,10850.15,10739.4,260792200,-0.25%
10 Jan 2019,10821.6,10859.35,10859.35,10801.8,254365477,-0.31%
09 Jan 2019,10855.15,10862.4,10870.4,10749.4,333010535,0.49%
08 Jan 2019,10802.15,10786.25,10818.45,10733.25,277697672,0.28%
07 Jan 2019,10771.8,10804.85,10835.95,10750.15,269371080,0.41%
04 Jan 2019,10727.35,10699.7,10741.05,10628.65,296596655,0.52%
03 Jan 2019,10672.25,10796.8,10814.05,10661.25,286241745,-1.11%
02 Jan 2019,10792.5,10868.85,10895.35,10735.05,309665939,-1.08%
01 Jan 2019,10910.1,10881.7,10923.6,10807.1,159404542,0.44%
31 Dec 2018,10862.55,10913.2,10923.55,10853.2,186494657,0.02%
28 Dec 2018,10859.9,10820.95,10893.6,10817.15,253086507,0.74%
27 Dec 2018,10779.8,10817.9,10834.2,10764.45,470160392,0.47%
26 Dec 2018,10729.85,10635.45,10747.5,10534.55,271942701,0.62%
24 Dec 2018,10663.5,10780.9,10782.3,10649.25,230291344,-0.84%
21 Dec 2018,10754,10944.25,10963.65,10738.65,389235107,-1.81%
20 Dec 2018,10951.7,10885.2,10962.55,10880.05,328802751,-0.14%
19 Dec 2018,10967.3,10930.55,10985.15,10928,321801803,0.54%
18 Dec 2018,10908.7,10850.9,10915.4,10819.1,294942271,0.19%
17 Dec 2018,10888.35,10853.2,10900.35,10844.85,306145514,0.77%
14 Dec 2018,10805.45,10784.5,10815.75,10752.1,350579275,0.13%
13 Dec 2018,10791.55,10810.75,10838.6,10749.5,387810061,0.50%
12 Dec 2018,10737.6,10591,10752.2,10560.8,371697496,1.79%
11 Dec 2018,10549.15,10350.05,10567.15,10333.85,438699334,0.58%
10 Dec 2018,10488.45,10508.7,10558.85,10474.95,393097292,-1.92%
07 Dec 2018,10693.7,10644.8,10704.55,10599.35,335849636,0.87%
06 Dec 2018,10601.15,10718.15,10722.65,10588.25,328275196,-1.69%
05 Dec 2018,10782.9,10820.45,10821.05,10747.95,322019985,-0.80%
04 Dec 2018,10869.5,10877.1,10890.95,10833.35,332137359,-0.13%
03 Dec 2018,10883.75,10930.7,10941.2,10845.35,422358631,0.06%
30 Nov 2018,10876.75,10892.1,10922.45,10835.1,467857329,0.17%
29 Nov 2018,10858.7,10808.7,10883.05,10782.35,712650890,1.21%
28 Nov 2018,10728.85,10708.75,10757.8,10699.85,437627174,0.40%
27 Nov 2018,10685.6,10621.45,10695.15,10596.35,382834178,0.54%
26 Nov 2018,10628.6,10568.3,10637.8,10489.75,332863041,0.97%
22 Nov 2018,10526.75,10612.65,10646.25,10512,246926671,-0.69%
21 Nov 2018,10600.05,10670.95,10671.3,10562.35,310191008,-0.53%
20 Nov 2018,10656.2,10740.1,10740.85,10640.85,304322623,-1.00%
19 Nov 2018,10763.4,10731.25,10774.7,10688.8,280522364,0.76%
16 Nov 2018,10682.2,10644,10695.15,10631.15,353384918,0.62%
15 Nov 2018,10616.7,10580.6,10646.5,10557.5,306011926,0.38%
14 Nov 2018,10576.3,10634.9,10651.6,10532.7,396373781,-0.06%
13 Nov 2018,10582.5,10451.9,10596.25,10440.55,262541595,0.96%
12 Nov 2018,10482.2,10607.8,10645.5,10464.05,267710127,-0.97%
09 Nov 2018,10585.2,10614.7,10619.55,10544.85,305817331,-0.12%
07 Nov 2018,10598.4,10614.45,10616.45,10582.3,32194181,0.65%
06 Nov 2018,10530,10552,10600.25,10491.45,309878810,0.06%
05 Nov 2018,10524,10558.75,10558.8,10477,311176379,-0.27%
02 Nov 2018,10553,10462.3,10606.95,10457.7,434175607,1.66%
01 Nov 2018,10380.45,10441.7,10441.9,10341.9,359340403,-0.06%
31 Oct 2018,10386.6,10209.55,10396,10105.1,386618948,1.85%
30 Oct 2018,10198.4,10239.4,10285.1,10175.35,298753965,-0.51%
29 Oct 2018,10250.85,10078.1,10275.3,10020.35,375749433,2.20%
26 Oct 2018,10030,10122.35,10128.85,10004.55,375563273,-0.94%
25 Oct 2018,10124.9,10135.05,10166.6,10079.3,522421914,-0.98%
24 Oct 2018,10224.75,10278.15,10290.65,10126.7,362272428,0.77%
23 Oct 2018,10146.8,10152.6,10222.1,10102.35,312042090,-0.96%
22 Oct 2018,10245.25,10405.85,10408.55,10224,306472776,-0.57%
19 Oct 2018,10303.55,10339.7,10380.1,10249.6,368552204,-1.43%
17 Oct 2018,10453.05,10688.7,10710.15,10436.45,293586908,-1.24%
16 Oct 2018,10584.75,10550.15,10604.9,10525.3,273444095,0.69%
15 Oct 2018,10512.5,10524.2,10526.3,10410.15,267517728,0.38%
12 Oct 2018,10472.5,10331.55,10492.45,10322.15,354056762,2.32%
11 Oct 2018,10234.65,10169.8,10335.95,10138.6,498509417,-2.16%
10 Oct 2018,10460.1,10331.85,10482.35,10318.25,373844130,1.54%
09 Oct 2018,10301.05,10390.3,10397.6,10279.35,443795275,-0.45%
08 Oct 2018,10348.05,10310.15,10398.35,10198.4,470279031,0.31%
05 Oct 2018,10316.45,10514.1,10540.65,10261.9,625153832,-2.67%
04 Oct 2018,10599.25,10754.7,10754.7,10547.25,438202008,-2.39%
03 Oct 2018,10858.25,10982.7,10989.05,10843.75,398756507,-1.36%
01 Oct 2018,11008.3,10930.9,11035.65,10821.55,398987274,0.71%
28 Sep 2018,10930.45,11008.1,11034.1,10850.3,484126626,-0.43%
27 Sep 2018,10977.55,11079.8,11089.45,10953.35,418210067,-0.69%
26 Sep 2018,11053.8,11145.55,11145.55,10993.05,351041146,-0.12%
25 Sep 2018,11067.45,10969.95,11080.6,10882.85,417548830,0.91%
24 Sep 2018,10967.4,11164.4,11170.15,10943.6,398815949,-1.58%
21 Sep 2018,11143.1,11271.3,11346.8,10866.45,741153209,-0.81%
19 Sep 2018,11234.35,11326.65,11332.05,11210.9,258424384,-0.39%
18 Sep 2018,11278.9,11381.55,11411.45,11268.95,248298794,-0.87%
17 Sep 2018,11377.75,11464.95,11464.95,11366.9,207620518,-1.19%
14 Sep 2018,11515.2,11443.5,11523.25,11430.55,285218296,1.28%
12 Sep 2018,11369.9,11340.1,11380.75,11250.2,276509748,0.73%
11 Sep 2018,11287.5,11476.85,11479.4,11274,318093125,-1.32%
10 Sep 2018,11438.1,11570.25,11573,11427.3,295597988,-1.30%
07 Sep 2018,11589.1,11558.25,11603,11484.4,305029077,0.45%
06 Sep 2018,11536.9,11514.15,11562.25,11436.05,255558129,0.52%
05 Sep 2018,11476.95,11514.85,11542.65,11393.85,253689858,-0.38%
04 Sep 2018,11520.3,11598.75,11602.55,11496.85,262701030,-0.54%
03 Sep 2018,11582.35,11751.8,11751.8,11567.4,241726864,-0.84%
31 Aug 2018,11680.5,11675.85,11727.65,11640.1,357230312,0.03%
30 Aug 2018,11676.8,11694.75,11698.8,11639.7,323450305,-0.13%
29 Aug 2018,11691.9,11744.95,11753.2,11678.85,259351550,-0.40%
28 Aug 2018,11738.5,11731.95,11760.2,11710.5,249420312,0.40%
27 Aug 2018,11691.95,11605.85,11700.95,11595.6,205689327,1.17%
24 Aug 2018,11557.1,11566.6,11604.6,11532,225604574,-0.22%
23 Aug 2018,11582.75,11620.7,11620.7,11546.7,256163842,0.10%
21 Aug 2018,11570.9,11576.2,11581.75,11539.6,231063669,0.17%
20 Aug 2018,11551.75,11502.1,11565.3,11499.65,239843358,0.71%
17 Aug 2018,11470.75,11437.15,11486.45,11431.8,241985503,0.75%
16 Aug 2018,11385.05,11397.15,11449.85,11366.25,299610298,-0.44%
14 Aug 2018,11435.1,11381.7,11452.45,11370.8,239841680,0.70%
13 Aug 2018,11355.75,11369.6,11406.3,11340.3,254466760,-0.65%
10 Aug 2018,11429.5,11474.95,11478.75,11419.65,336424182,-0.36%
09 Aug 2018,11470.7,11493.25,11495.2,11454.1,311521403,0.18%
08 Aug 2018,11450,11412.5,11459.95,11379.3,217047641,0.53%
07 Aug 2018,11389.45,11423.15,11428.95,11359.7,233409612,0.02%
06 Aug 2018,11387.1,11401.5,11427.65,11370.6,210002582,0.23%
03 Aug 2018,11360.8,11297.8,11368,11294.55,225146360,1.03%
02 Aug 2018,11244.7,11328.9,11328.9,11234.95,216533127,-0.89%
01 Aug 2018,11346.2,11359.8,11390.55,11313.55,278012697,-0.09%
31 Jul 2018,11356.5,11311.05,11366,11267.75,264430889,0.33%
30 Jul 2018,11319.55,11296.65,11328.1,11261.45,287435926,0.37%
27 Jul 2018,11278.35,11232.75,11283.4,11210.25,324343457,0.99%
26 Jul 2018,11167.3,11132.95,11185.85,11125.7,376657398,0.32%
25 Jul 2018,11132,11148.4,11157.15,11113.25,212333169,-0.02%
24 Jul 2018,11134.3,11109,11143.4,11092.5,212247395,0.45%
23 Jul 2018,11084.75,11019.85,11093.4,11010.95,236153085,0.68%
20 Jul 2018,11010.2,10963.5,11030.25,10946.2,193144113,0.48%
19 Jul 2018,10957.1,10999.5,11006.5,10935.45,222056399,-0.21%
18 Jul 2018,10980.45,11060.2,11076.2,10956.3,232502459,-0.25%
17 Jul 2018,11008.05,10939.65,11018.5,10925.6,217107580,0.65%
16 Jul 2018,10936.85,11018.95,11019.5,10926.25,216971413,-0.74%
13 Jul 2018,11018.9,11056.9,11071.35,10999.75,241670818,-0.04%
12 Jul 2018,11023.2,11006.95,11078.3,10999.65,256034815,0.68%
11 Jul 2018,10948.3,10956.4,10976.65,10923,229211999,0.01%
10 Jul 2018,10947.25,10902.75,10956.9,10876.65,203061980,0.87%
09 Jul 2018,10852.9,10838.3,10860.35,10807.15,189331016,0.74%
06 Jul 2018,10772.65,10744.15,10816.35,10735.05,256547706,0.21%
05 Jul 2018,10749.75,10786.05,10786.05,10726.25,227267176,-0.19%
04 Jul 2018,10769.9,10715,10777.15,10677.75,179268271,0.65%
03 Jul 2018,10699.9,10668.6,10713.3,10630.25,208371545,0.40%
02 Jul 2018,10657.3,10732.35,10736.15,10604.65,304536687,-0.53%
29 Jun 2018,10714.3,10612.85,10723.05,10612.35,250327878,1.18%
28 Jun 2018,10589.1,10660.8,10674.2,10557.7,363157327,-0.77%
27 Jun 2018,10671.4,10785.5,10785.5,10652.4,253620792,-0.91%
26 Jun 2018,10769.15,10742.7,10805.25,10732.55,226846382,0.06%
25 Jun 2018,10762.45,10822.9,10831.05,10753.05,236693278,-0.55%
22 Jun 2018,10821.85,10742.7,10837,10710.45,236898415,0.75%
21 Jun 2018,10741.1,10808.45,10809.6,10725.9,230507383,-0.29%
20 Jun 2018,10772.05,10734.65,10781.8,10724.05,199467082,0.58%
19 Jun 2018,10710.45,10789.45,10789.45,10701.2,231382790,-0.83%
18 Jun 2018,10799.85,10830.2,10830.2,10787.35,202727202,-0.17%
15 Jun 2018,10817.7,10808.65,10834,10755.4,314764425,0.09%
14 Jun 2018,10808.05,10832.9,10833.7,10773.55,190031664,-0.45%
13 Jun 2018,10856.7,10887.5,10893.25,10842.65,220003032,0.13%
12 Jun 2018,10842.85,10816.15,10856.55,10789.4,204419184,0.52%
11 Jun 2018,10786.95,10781.85,10850.55,10777.05,217849903,0.18%
08 Jun 2018,10767.65,10736.4,10779.45,10709.05,215942528,-0.01%
07 Jun 2018,10768.35,10722.6,10818,10722.6,227663151,0.78%
06 Jun 2018,10684.65,10603.45,10698.35,10587.5,195761429,0.86%
05 Jun 2018,10593.15,10630.7,10633.15,10550.9,172898027,-0.33%
04 Jun 2018,10628.5,10765.95,10770.3,10618.35,210148313,-0.63%
01 Jun 2018,10696.2,10738.45,10764.75,10681.5,227355567,-0.37%
31 May 2018,10736.15,10670.1,10763.8,10620.4,629198569,1.15%
30 May 2018,10614.35,10579,10648.7,10558.45,246124259,-0.18%
